id,class,sentence
505;"anger";" when i told off a computer teacher who did not want to teach me because of prejudice"
506;"sadness";" when i could not do anything because of a bad back"
507;"disgust";" when i discovered that the house we had hired in tonga was full of cockroaches"
508;"shame";" when i excreted on the mat instead of the potty"
509;"guilt";" when i pulled a chair from under someone at kindergarten and he hit his head"
510;"joy";" when i passed the driving test three weeks ago and got my licence"
511;"fear";" when the car i was driving skidded on an icy road and landed in a ditch with one side against a rock"
512;"anger";" no response"
513;"sadness";" no response"
514;"disgust";" no response"
515;"shame";" no response"
516;"guilt";" no response"
517;"joy";" when i met friends i had not seen for the last years"
518;"fear";" when a guy chased me when i was out jogging"
519;"anger";" no response"
520;"sadness";" no response"
521;"disgust";" no response"
522;"shame";" no response"
523;"guilt";" no response"
524;"joy";" no response"
525;"fear";" no response"
526;"anger";" when the morning newspaper has not arrived"
527;"sadness";" no response"
528;"disgust";" no response"
529;"disgust";" no response"
530;"shame";" no response"
531;"guilt";" no response"
532;"joy";" i feel unbelievably happy about the relationship between my boyfriend and me it is a reoccurring feeling"
533;"fear";" a reoccurring fear that something will happen to my relatives"
534;"anger";" when i argue with my boyfriend i feel as though he feels superior to me"
535;"sadness";" when i failed an exam last summer i had worked very hard for it and i was very disappointed thinking that it was hopeless to continue at college i did overreact"
536;"disgust";" no response"
537;"shame";" no response"
538;"guilt";" when i argue with my sister it feels sometimes that i have the upper hand and i use it i often argue better and this makes her terribly angry"
539;"joy";" i was very happy when i got an attractive summer job"
540;"joy";" the birth of my child"
541;"fear";" when i have to leave the baby in the carriage and go shopping i fear that something will happen to the baby"
542;"anger";" when during winter the water pipes froze and we did not have any water for two days"
543;"sadness";" i did not quite succeed in breast feeding my baby"
544;"disgust";" the smell of garlic in rushhour bus"
545;"shame";" i fell on the ground while crossing the street my cap covered my eyes and i felt quite difficult"
546;"guilt";" i have a twomonth old baby when i came here to the university to attend lectures i had to leave the baby with his father i felt guilty"
547;"joy";" during the christmas holidays i met some of my old friends after not having seen them for six months"
548;"fear";" we were driving a car of a friend of mine when we turned in the wrong direction towards an unknown district and nearly drove down a precipice"
549;"anger";" when our religion teacher presented shocking sectarian thoughts and dooms day as official teaching"
550;"sadness";" my grandfather died when i was an exchange student in the usa"
551;"disgust";" i happened to see the videotape movie this is america part one at my friends place"
552;"shame";" i insulted a couple of good friends of mine and even tried to hit them when i was drunk the next day i was ashamed of course"
553;"guilt";" i stole carrots and got caught i had to apologize to the owner"
554;"joy";" in the undergrounds escalator a youngish bum asked me for money although i did not give him anything the fellow told me that i was really goodlooking a man who was in front of me also turned to look at me"
555;"fear";" i was afraid of moving away from home and moving to helsinki for my studies"
556;"anger";" in the student kitchen that we share somebody drank from my juice pot one litre so that i only got one glass out of the whole pot"
557;"sadness";" my father gave money to my brother but not to me"
558;"disgust";" during the weekend at home my mother fries greasy and unhealthy meat dishes which make me feel sick"
559;"shame";" i was wearing slippery shoes and i tumbled down in a place where there were many people walking by"
560;"guilt";" i ate a runebergs cake though i knew that i would immediately put on a kilo"
561;"fear";" at about nine pm i went home by bike on a dark cycletrack because of lack of time i had to take the shortcut"
562;"fear";" once i had to go home on foot at am i had to pass through a forest and i was going alone"
563;"anger";" i missed the train and had to wait for the next for two hours for this reason i missed an appointment which had been very important for me"
564;"sadness";" when my grandmother died i had lived with her for ten years"
565;"disgust";" when i went home by train from sicilia i was molested by a man"
566;"shame";" i lied to someone and some time later this person found out that i had not told him the truth"
567;"guilt";" i had to decline an appointment which had been very important for the other person for this reason we even got into trouble"
568;"joy";" a person with whom i had been on bad terms gave me a present we became reconciled"
569;"fear";" a friends father had died i was to come and see this friend although i did not know his family"
570;"anger";" i was watching tv with a friend after the first film i wanted to watch another film on the same channel my friend switched over to the other cannel without asking me what i wanted"
571;"sadness";" my boyfriend an i separated on his initiative"
572;"disgust";" a friends boyfriend treated her very badly let her serve him provoked her and just utilized her"
573;"shame";" i had lied to a person because i had thought that i could not tell him the truth when he found out he was not angry but understanding we talked the whole thing over"
574;"guilt";" i had told a person unpleasant things in a bad manner he was very depressed and caused an accident"
575;"joy";" after having considered it for hours i was able to overcome my scruples and to call a friend with whom i had fallen in love i realized that my decision was right and was very glad"
576;"fear";" after having slept for a short time i woke up i had the feeling of someone standing beside me and was very frightened i had to turn on the light turn on the light for several minutes before i was able to get to sleep again"
577;"anger";" i moved to a flat a friend who had lived there before had left the flat in a terrible mess i was very angry about that sloppiness and impudence"
578;"sadness";" my father had a complicated operation a long time before and also a long time after that we did not know how he would get over it during all that time i felt very sad"
579;"disgust";" it was in a tramwaycarriage a stranger insulted a girl just because she blew her nose i detested his behaviour"
580;"shame";" quite recently i realized that i had had some erroneous views about life for instance i had always lived for other people had forgotten my own person and suppressed my own feelings i was ashamed because i had not been conscious of that until i had a conversation about it with a person"
581;"guilt";" i had a quarrel with near persons i said many illconsidered things and i regretted it when it was to late"
582;"joy";" in summer when i was sailing with friends in greece i felt joy"
583;"fear";" i was riding with a friend in his car at a speed of km on the snowcovered motorway i would have liked to get out"
584;"guilt";" meeting a male friend with whose wife i was having an affair"
585;"joy";" walking along the beach with a friend another girl talking picking up shells laughing chasing seagulls"
586;"fear";" climbing a mountain to see a view towards the top we suddenly came across a ledge with a nearly sheer drop on either side which i had to cross"
587;"anger";" a friend suggested in a roundabout way that the reason we were late for something was because of me and that im often late i know this was partly true but felt it unjustified that particular time and i felt i couldnt do anything about it anyway ie being late"
588;"sadness";" talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc"
589;"disgust";" i came across a group of people with the same basic ideasbeliefs who were all fighting and going against what they would say was good"
590;"shame";" i was working in a job in which i could not work quickly enough and was told that my work was not up to standard"
591;"guilt";" i had wasted some time instead of doing something i needed to do to give to a friend also in the time i wasted i had done some things i did not consider morally right"
592;"joy";" on meeting an old friend of mine"
593;"fear";" when my brother was very late in arriving home from work"
594;"anger";" during a fight with my best friend"
595;"sadness";" when my dog died"
596;"disgust";" during a movie in which i saw the effect of white settlers in africa"
597;"shame";" when i got a bad result for one of my assignments"
598;"guilt";" leaving a friend of mine alone at a dance i felt i should have kept her company"
599;"joy";" when i realised that i was forgiven by the god who is there when i realised how much god loves me and that my acceptance with him is not based on my performance that he loves me unconditionally and showed that love in christ who died because i do need forgiveness"
600;"fear";" fear paralysing that i would not be accepted by the god who i believed to be there because i was morally bankrupt before becoming a christian and realising that that was why christ came to free us from sin and to forgive us"
601;"anger";" at my fathers treatment of my mother at his disregard for her and not being committed to her"
602;"sadness";" at a lack of love of my father for my mum sadness for him more than anyone else because he does not realise how much love and happiness there could be between them and is and how much he is damaging himself apart from mum"
603;"disgust";" at what i was capable of of selfishly using others for sexual encounters while i held a vision of having a deepening aboveboard you know girl next door devotion to a girl in my head my drives and actions did not match this so consequently i felt disgusted at my failure"
604;"shame";" at using other people because of sexual experience that was using another to the detriment of both anxiety that i may have affected another for the worst"
605;"guilt";" for the above guilt at not living up to my own moral expectation guilt for not being the type of person my patents wanted guilt for just about bloody everything just realising that i have failed drastically in my own eyes"
606;"fear";" i was rockclimbing and assailing felt ok but suddenly as i was going over the cliff i was hit by fear i couldnt go on assailing down the cliff and had to be actually hauled back up it"
607;"anger";" i told my boy friend not to park in a certain place because the car would ger towed away he didnt listen and it was towed away at that stage our finances were below the poverty line it cost us all the money we had to get us through that week including rent"
608;"sadness";" my sister won a scholarship to norway and it was particularly as she walked across the tarmac to get on the plane and she looked back at us"
609;"disgust";" i work pastime as a shopassistant and a customer spoke to me very loudly about an indian man white woman with children how horrible that was and would i want to have little dark children"
610;"shame";" my mother told my uncle who is a roman catholic priest redemption father that i had been living in a defacto relationship for three years he was very very angry at me"
611;"guilt";" i snapped very abruptly at my mother when she said something silly and stupid in front of other people she looked so defenceless hurt told them that im always doing that"
612;"joy";" i received a wedding invitation from an exflatmate enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat"
613;"fear";" one afternoon helping at home on the property i was mustering getting in cattle and a bull turned and came for me"
614;"anger";" getting a terrible exam mark which i couldnt understand the reason for and trying to see a lecturer or tutor but being given the runaround"
615;"sadness";" watching an old lady running up the street to catch her bus and miss it it reminded me of my own mother and how dreadful it would be to be her in the same situation"
616;"disgust";" coming home one night my sister was home and had been drinking heavily and started picking arguments"
617;"fear";" when i am travelling by car and have to meet an oncoming car while overtaking"
618;"anger";" when a close relative is treated badly"
619;"sadness";" when a close friend died"
620;"disgust";" when i saw all the starving people in ethiopia on tv it felt awful to see such suffering"
621;"shame";" no response"
622;"guilt";" when a mistake occurred at work which i was not responsible for this was disclosed later"
623;"joy";" when i called my boyfriend he asked me if i would live with him"
624;"fear";" last summer in italy i was attacked by a digit was terrible to feel that untidy dirty dog against my naked skin"
625;"anger";" when my fathers new fiancee treats me like a child she does not trust me and constantly misunderstands me i get particularly angry when she says nasty things about my boyfriend with whom she works"
626;"sadness";" when the guy i was in love with told me that he had met someone else and that we would not meet again for a year although we did not have a steady relationship we were having an affair"
627;"disgust";" no response"
628;"shame";" no response"
629;"guilt";" no response"
630;"joy";" when my love for a guy was returned"
631;"fear";" when i think of death not my own but that of my parents brothers and sisters"
632;"anger";" my parents did not approve my choice of a boyfriend now an exboyfriend he happened to be years older than me and he was considered completely unsuitable for me idiot"
633;"sadness";" no response"
634;"disgust";" when my uncle comes times a year for the traditional christmas dinner with my grandparents and other relatives and is very drunk"
635;"shame";" no response"
636;"guilt";" i was living at home during the summer vacations and towards the end decided to take some of my clothes and other belongings to the apartment in Guttenberg when i had finished i went to my exboyfriend relationship uncertain home and stayed there till am i had to leave then as my parents needed the car for work in the morning my parents do not like my boyfriend"
637;"joy";" i met my present boyfriend on a boat trip to england we had said that we would call each other when we got back to sweden we were not going to the same town in england as soon as i walked in he called from england as he could not wait till he came home"
638;"fear";" when my mothers heart nearly stopped"
639;"anger";" there was a sofa in my flat which belonged to the old tenants who were acquaintances it should have been picked up a year ago but they had postponed it eventually they decided on one date and i stayed at home despite the fact that i had other things to do they did not come nor did they call and they still have not got in touch with me"
640;"sadness";" when my exboyfriend and i separated"
641;"disgust";" very intoxicated men who incite each other to fight i met a vile smelling man on the tram who got closer and closer to me till i got up then he got angry"
642;"shame";" do not remember any situation of that kind"
643;"guilt";" when my nephew asked me to tell him a story and i simply did not have the energy or the will when i saw his disappointment i was terribly guilty and read a story to him after all"
644;"joy";" when i fell in love"
645;"fear";" earlier i was afraid of speaking in front of a crowd of people"
646;"anger";" a girl i was with went off with another guy"
647;"sadness";" at setbacks"
648;"disgust";" i worked in a harbour and emptied latrine containers from the back of the lorries"
649;"shame";" the day after the night i drank too much at a party"
650;"guilt";" can not think of anything"
651;"joy";" when i was accepted as a student of psychology here at gutttenburg"
652;"fear";" i woke up in the middle of the night as i had jumped and shouted with fear i thought that someones cold hand or something similar had touched my hand i crept down under the covers and went back to sleep"
653;"anger";" no response"
654;"sadness";" no response"
655;"disgust";" when i was a young teenager my brotherinlaw to be had made heavy advances to me i did not understand very well what it was all about but i reacted strongly and the feelings are still there"
656;"shame";" no response"
657;"guilt";" i broke off with my partner as i wanted him as a friend and not as a lover he reacted very violently and i felt guilty as i had made him so desperately unhappy"
658;"joy";" i made dinner for some friends and they appreciated it very much"
659;"fear";" i was nearly knocked down while i was cycling"
660;"anger";" my father and i had an argument because i do not help enough at home"
661;"sadness";" no response"
662;"disgust";" i had intercourse with someone and then i realized that what i had done was wrong and it disgusted me"
663;"shame";" do not know"
664;"guilt";" i said nasty things which i did not mean to a friend"
665;"joy";" after intercourse"
666;"fear";" disappointment over a friend"
667;"anger";" quarrelled with my younger brother"
668;"sadness";" when i woke up after a nightmare"
669;"disgust";" helping older people on the toilet"
670;"shame";" can not think of anything"
671;"guilt";" squeezed the puppy in the door"
672;"joy";" when i was notified that i had been accepted as a psychology student"
673;"fear";" motor failure on a boat outside gothenburg when we were in heavy seas and the wind was strong as we could not steer the boat we drifted towards the rocks we did not succeed in attracting the attention of any passerby until hours had elapsed"
674;"anger";" a lady i live with had not bothered to clean up before she went on holiday i live in a collective"
675;"sadness";" when i heard that a good friend had committed suicide"
676;"disgust";" i was present when they found a shopkeeper dead in his shop he had been shot with a shotgun at close range"
677;"shame";" i do not remember when i last felt ashamed i do not usually feel ashamed of what i do"
678;"guilt";" my mother accused me of not visiting her enough when she was in hospital for an eye operation"
679;"joy";" after i had made my debut at ullevi against if gothenburg and got a good write up in the paper"
680;"fear";" when i was years old i woke up one night and found myself alone at home my mother had gone out to buy cigarettes from a machine"
681;"anger";" no response"
682;"sadness";" when i found out that i had failed to pass my exams during the term by one point the fact that exactly the same thing had happened last term did not help"
683;"disgust";" when i was touring asia with my present football team i saw old europeans with young asiatic prostitutes"
684;"shame";" no response"
685;"guilt";" no response"
686;"joy";" as an evening class teacher i got positive feedback when the atmosphere is good and a kind of relaxed understanding exists"
687;"fear";" after mischievously ringing on the chemists tradeentrance doorbell and getting caught by him"
688;"anger";" the sight of a man who ran amok fighting at a dance"
689;"sadness";" when out of work"
690;"disgust";" with my mouth full of bun i drank directly from a packet of milk which turned out to be weeks old completely separated it took a while for the milk to seep through the bun"
691;"shame";" no response"
692;"guilt";" a boy who shot dead a squirrel"
693;"joy";" when i was accepted as supervisor for a student teacher the notification came by post"
694;"fear";" when i was involved in a car accident last november after the first fall of snow i lost control of the car and it spun round and landed on the opposite side of the road on the hard shoulder it was stopped by a pole on top of a bank sloping down to a stream"
695;"anger";" with the job appointments committee when the headmaster in charge explained that a male teacher was more suitable for the particular post i had more years of service than the male teacher but this was not taken into consideration i could have been given a less attractive job if things had gone the way the headmaster wanted"
696;"sadness";" a colleagues year old daughter is seriously ill with cancer and has only a year to live i heard about it weeks ago"
697;"disgust";" no response"
698;"shame";" no response"
699;"guilt";" no response"
700;"joy";" when a close friend met me at the station in the middle of the night when i came back from a long and tiring journey"
701;"fear";" having quarreled with a boyfriend he threatened to leave me"
702;"anger";" someone didnt show up at a meeting in spite of having agreed to come"
703;"sadness";" when i understood that my marriage was falling apart and we decided to be legally separated"
704;"disgust";" at an antipornography meeting when samples from films and magazines were shown"
705;"shame";" comments from other children on my alcoholic father"
706;"guilt";" having failed to help with the th of march arrangements women day although i had previously promised to take part in the work"
707;"joy";" when i was able to buy my new car after lots of problems"
708;"fear";" after my car accident when i woke up in a heap of stones"
709;"anger";" when i tried to put up a tent some years ago i was teased and hindered by my cousin"
710;"sadness";" when my grandfather died"
711;"disgust";" no response"
712;"shame";" hit a dog with my car and didnt stop"
713;"guilt";" car accident i let a year old incompetent parson take the wheel and i feel very guilty about what happened even though i suffered the worst injuries"
714;"joy";" when i was admitted to a certain school as a student"
715;"fear";" my father has a chronic disease in the autumn of he had a very strong fit or seizure"
716;"anger";" a drunken friend of mine was beating up another friend who was also drunk"
717;"sadness";" when i didnt get a certain job at lillehammer which i wanted very much"
718;"disgust";" my boss on the job failed to keep his promise about something he knew was extremely important to me"
719;"shame";" an exam where questions about very specific knowledge were asked"
720;"guilt";" i hit my little sister on the head with a stone while we were fighting"
721;"joy";" when my father managed to begin a new life after the divorce from my mother resulting in a new little sister for me"
722;"fear";" a nearaccident in a car driving too fast on an icy road"
723;"anger";" my mother and her friends were speaking badly about my father when they were separated and my brothers and sisters and myself were allowed to listen"
724;"sadness";" being bored in school not being able to marry and have children"
725;"disgust";" when my mothers new husband treated her and my brothers and sisters badly"
726;"shame";" stealing from my mothers purse when i was a little boy"
727;"guilt";" no response"
728;"joy";" i was in hospital and then was visited by someone quite unexpected"
729;"fear";" i was hunting and was lost in the fog in the mountains"
730;"anger";" i was accused of a misdemeanour unjustly"
731;"sadness";" when my girlfriend left me"
732;"disgust";" slaughtering of animals"
733;"shame";" i entered the wrong room and got into a bed where someone already was sleeping"
734;"guilt";" i failed to show up at an agreed date"
735;"joy";" when i finally managed to get a specific sound from my guitar after having tried for a long time"
736;"fear";" climbing a mountain i got stuck and realized i could get neither up nor down"
737;"anger";" meeting generally dominating persons in social occasions"
738;"sadness";" discovering that lillehammer provided no musical environment that suits my taste even though i had been told so"
739;"disgust";" cant describe any disgust situation"
740;"shame";" when the cast general election resulted in norway getting a conservative government"
741;"guilt";" a friend of mine shot himself through the head after having told me and others that he would do so"
742;"joy";" when my children were born"
743;"fear";" when i almost ran over a small boy who suddenly was in front of my car"
744;"anger";" when my father phoned me to come home from my vacation since he no longer had the time to look after my garden and animals"
745;"sadness";" when i was told that a good friend was seriously ill"
746;"disgust";" when i learned that a relative had been spreading rumours about me"
747;"shame";" i was talking badly about a person to some friends and discovered that his daughter was listening"
748;"guilt";" when my exhusband left our house and the children cried because he was not coming back"
749;"joy";" when my special friend said i love you for the first time"
750;"fear";" after having watched a crime show on the tv i was about to take the dog for a walk then suddenly there was a man on the porch we live some distance away from other people"
751;"anger";" when my car suddenly broke down"
752;"sadness";" when an earlier friend was spreading negative rumours about me"
753;"disgust";" there is a certain person whom i only have seen he makes me cringe feel disgust"
754;"shame";" cheating to get the best grade on a test in th grade"
755;"guilt";" a kitten had wandered into our office and i was told to take it back across the street when i crossed back the kitten followed me and was run over and killed by a car"
756;"joy";" when my term paper was evaluated"
757;"fear";" after seeing a terror movie at the cinema i was so scared that i couldnt even drive the car into the garage i often thought about the film afterwards hoping such things couldnt exist in the real world"
758;"anger";" angry with my brother who was making fun of me teasing me"
759;"sadness";" when my grandmother died"
760;"shame";" i overreacted towards my mother and felt ashamed afterwards"
761;"guilt";" when my parents work very hard and get tired while i go to school and study instead of helping them i feel that im letting them down disappointing them"
762;"joy";" got in touch with earlier friends after a long absence"
763;"fear";" i lost my way on a trip in the mountains"
764;"anger";" being subject to unfair treatment in a working group someone bending the rules was protected by the boss this resulted in more work for the others"
765;"sadness";" the death of a close friend"
766;"disgust";" was confronted with a person having negative thoughts of other people because of their social status beliefs color and outlook on life perspective"
767;"shame";" feeling inadequate in a group situation being unable to convey my own thoughts and feelings"
768;"guilt";" i failed to complete a working task within the agreed time"
769;"joy";" receiving a much wanted letter from a very good friend who lives abroad"
770;"fear";" before getting back the results of a test in school when i had worked very hard and was worried about not succeeding"
771;"anger";" one of my best friends accused me of giving up to early on problems it was only a casual remark on her side but i was angry and hurt"
772;"sadness";" realizing that school will soon be over and we will all go different ways perhaps never meeting again our friends from this year"
773;"disgust";" in a public swimming hall i saw a very aggressive man who practically attacked the children who got in his way when he was swimming"
774;"shame";" i was making very strong statements about infidelity in couples then i discovered that one of my best friends who had just been through a very sad case of mutual infidelity was listening"
775;"guilt";" i had planned a trip to the south during easter together with a friend she was very sorry when i changed my mind and decided not to go after all"
776;"joy";" a friend which i hadnt seen for years sent me a small present"
777;"fear";" one dark night with no street lights a car was obviously following me"
778;"anger";" i was subject to false accusations and got very angry"
779;"sadness";" i was told by a good friend that we couldnt be friends any more because of his relationship with another girl"
780;"disgust";" this is difficult since i dont remember feeling disgust towards anyone"
781;"shame";" if i dont go to lectures i often feel ashamed"
782;"guilt";" i was very angry with a girlfriend for interfering a little too much with my personal affairs i told her so rather strongly and she started crying"
783;"joy";" when my fiancee travelled km to visit me and i hadnt seen her for months"
784;"fear";" i was beaten up at a private new years party once through no fault of mine"
785;"anger";" i felt unfairly treated at an airport being told to use a different counter for domestic traffic only"
786;"sadness";" when my grandmother died"
787;"disgust";" the murder of two girls on a school trip to berlin and sexual crimes generally a couple of years ago"
788;"shame";" when taking part in the mobbing of one of my best friends in primary school"
789;"guilt";" when i secretly tried smoking for the first time being years old"
790;"joy";" when the person that i was very fond of returned to me"
791;"fear";" not applicable to myself"
792;"anger";" when students in our working group showed no responsibility or interest in our work"
793;"sadness";" a very close friend left me"
794;"disgust";" some people were unfairly treated because of their nationalitycolour"
795;"shame";" taking part in the mobbing of some girls in my class in primary school"
796;"guilt";" not applicable to myself"
797;"joy";" a close acquaintance cried for me i felt happy because somebody cared"
798;"fear";" a letter from my boyfriend began in such a way that i thought he was going to end our relationship i was afraid of reading the rest"
799;"anger";" my nephew is a deaf and also hyperactive boy i had been responsible for looking after him for a full day and was very tired then he suddenly grabbed a knife and stabbed me in the leg i got so angry that i didnt feel any pain"
800;"sadness";" a woman i know is slowly dying from cancer observing this process makes me sad"
801;"disgust";" close friends talking badly of other friends"
802;"shame";" my father died after two very painful weeks in bed i felt relieved and was ashamed of that"
803;"guilt";" we had a day off from school instead of helping my mother with her job i stayed in bed all day"
804;"joy";" renewed contact with an earlier friend"
805;"fear";" fearing the use of power or reprimands when i belong to the minority"
806;"anger";" a close friend first said he accepted an agreement but later used that agreement as a reason for attacking me"
807;"sadness";" when realizing that my girlfriend and myself in fact had started the process of breaking up"
808;"disgust";" political and military transgressions around the world generally speaking this can not be described through this questionnaire"
809;"shame";" was accused of having hidden intentions in a situation when i believed i was acting honestly and fairly"
810;"guilt";" when my aunt took her own life i felt guilty for not understanding that she needed support"
811;"joy";" receiving a postcard form my sweetheart who was abroad on vacation not being at all sure if he would write me or not"
812;"fear";" doesnt apply"
813;"anger";" when i tried to break it up with my boyfriend and he refused to let me go"
814;"sadness";" having to go back home form the us after having been there for ten weeks to visit my brother and his family"
815;"disgust";" doesnt apply"
816;"shame";" doesnt apply"
817;"guilt";" i dated another boy several times when i was still going with my former boyfriend this made me feel a little bit guilty towards my friend"
818;"joy";" finding my glasses again after having lost them in town"
819;"fear";" falling off a cliff in the mountains"
820;"anger";" having a fight with a class mate"
821;"sadness";" when the gear broke on my car"
822;"disgust";" cant remember having had this feeling"
823;"shame";" cant remember that feeling"
824;"guilt";" i forgot to lock the outside door at my land lady place"
825;"joy";" i got a job right after school was over"
826;"fear";" going home alone through the forest after a girl guide scout meeting"
827;"anger";" i get angry when people disbelieve me or misunderstand me"
828;"sadness";" at the death of a close relative"
829;"disgust";" having been unjustly punished i feel disgust towards the person responsible"
830;"shame";" being caught in changing the truth lying"
831;"guilt";" doing something wrong at home and then letting my normally more rampant brother take the blame"
832;"joy";" having passed the exam required to be an authorized radiov dealer"
833;"fear";" climbing a mountain where the rocks were very loose when we realized the danger we were very high up but still had a long climb ahead"
834;"anger";" being a spokesman for the union i got into a quarrel with a colleague who had been acting disloyally over a sustained period of time"
835;"sadness";" when my grandfather died with whom i had a very close relationship"
836;"disgust";" reading about executions and massacres which happened during world war ii i felt disgust towards those who did it"
837;"shame";" i woke up at the house of someone i knew not remembering very much about what had been said or done during the party on the previous night"
838;"guilt";" borrowing a car and then having a minor accident breaking a headlight"
839;"joy";" succeeding in helping others"
840;"fear";" when i realized that we are living on borrowed time and that the nuclear holocaust appears to come closer every day"
841;"anger";" when others let me down fail to keep agreements"
842;"sadness";" death in the close family"
843;"disgust";" when people manipulate others through appearing better than what they really are"
844;"shame";" participating in a theft several years ago"
845;"guilt";" feeling helpless not being able to accomplish what i really wanted to do"
846;"joy";" i received the message that id been accepted at the school where i really wanted to go"
847;"fear";" i came home and discovered that someone had broken in then i realized that they probably were still there"
848;"anger";" i was accused of having drunk a bottle of liquor and then refilling with water"
849;"sadness";" got a package from my parents without even a small note enclosed"
850;"disgust";" quarreling with my father when he made false assertions"
851;"shame";" telling friends about how my parents had been treating my brothers and sisters unfairly"
852;"guilt";" ive always defended my sister when needed at the expense of my brother this has led to feelings of guilt towards him"
853;"joy";" winning the local soccer championships this year was a great joy"
854;"fear";" before important sports events"
855;"anger";" when colliding with my car i myself was to blame"
856;"sadness";" not succeeding in a crosscountry skiing competition which i intended to win"
857;"disgust";" cant remember any episode of disgust"
858;"shame";" when i got really drunk on norwegian independence day and was not allowed to participate in football soccer games for two weeks that was very unpleasant"
859;"guilt";" when i and the boy next door set fire to a house by accident"
860;"joy";" getting the top price in the football pools"
861;"fear";" was threatened with a knife in the military by soldiers form another unit the reason was girls"
862;"anger";" when my mother treats me as a year old boy"
863;"sadness";" getting to know that my uncle in america had a brain tumor"
864;"disgust";" outside a night club a grown man was sitting on top of a younger woman beating her up"
865;"shame";" my father was a member of the public alcohol and drugs board when i was picked up by the police for being drunk in a public place"
866;"guilt";" when being illoyal disloyal to people close to me had such an episode with my sister who should have received my support and attention"
867;"joy";" receiving close friends form abroad whom i hadnt seen for years"
868;"fear";" motorcycle accident with two people involved running off the road broke an arm only"
869;"anger";" having agreed to share the taxi expenses three people in the back of the car just ran off leaving the person up front with the entire bill"
870;"sadness";" death of a close friend"
871;"disgust";" cant remember any such feelings now"
872;"shame";" at a private party i literally fell into the food the party was completely ruined for the host carpets had to be cleaned etc"
873;"guilt";" accidentally dropped a friends camera flash so that it was broken"
874;"joy";" selling my used car"
875;"fear";" almost crashing my car something which could have led to great problems"
876;"anger";" realizing that a friend had been talked into signing a certain contract"
877;"sadness";" talking to a pensioned and bitter street order policeman"
878;"disgust";" the sadistic execution of a student in the usa"
879;"shame";" forgetting an important appointment"
880;"guilt";" not keeping a promise of delivering materials of great importance to the receiver"
881;"joy";" managed to run km on skis fairly simply"
882;"fear";" afraid i wouldnt catch the train when i was going to see my sweetheart"
883;"anger";" receiving personal criticisms early in the morning"
884;"sadness";" not getting a job"
885;"disgust";" seeing a pornographic film when looking for a place to live"
886;"shame";" when unjustified hurting other people"
887;"guilt";" the negative feelings towards me displayed by my parentsinlaw"
888;"joy";" reunion with my wife after a legal separation"
889;"fear";" the house was on fire and i was saved by the dog i am afraid of the fire verging on panic"
890;"anger";" physical violence a friend wouldnt listen to me i repeatedly tried to warn him to no avail result eight people were pissed off"
891;"sadness";" my father dying"
892;"disgust";" maltreatment of children"
893;"shame";" i lost my drivers licence because of speeding"
894;"guilt";" car accident hurt three of my closest family"
895;"joy";" relating to my closest family"
896;"fear";" thinking of the unknown what happens at the moment of death etc"
897;"anger";" in traffic i often get relatively angry with other drivers several transgressions make me mad especially not yielding to priority traffic eg coming from the right"
898;"sadness";" losing close people and animals so far ive felt most when losing our dog in a traffic accident"
899;"disgust";" i feel disgust towards those who are responsible for the death of others"
900;"shame";" talking about a persons unattractiveness not realizing that the person was listening"
901;"guilt";" i often feel guilty and it has to do with other people eg if i havent visited my older relatives for a while"
902;"joy";" when the contract about my shop was signed"
903;"fear";" being very close to having an auto accident almost driving off the road"
904;"anger";" having gone to school without learning anything as usual"
905;"sadness";" my sweetheart were away on a trip and then she got problems"
906;"disgust";" overeating a traditional type of food blood pudding"
907;"shame";" forgot to do some shopping that i had promised to do"
908;"guilt";" i crashed my fathers car"
909;"joy";" receiving a letter form a girl that means a lot to me emotionally"
910;"fear";" being close to drowning"
911;"anger";" being slandered by friends"
912;"sadness";" love problems"
913;"disgust";" does not apply"
914;"shame";" having finally to admit i was wrong after having denied it for a long time"
915;"guilt";" being aggressive against members of my family"
916;"joy";" i won the country ski championship"
917;"fear";" i was scared in the dark when i was a little boy"
918;"anger";" angry when our team small boys lost the county championship football final"
919;"sadness";" my grandfathers death"
920;"disgust";" a teacher gave me lower grades than i was entitled to and was hoping for"
921;"shame";" was caught stealing apples in a neighbors garden"
922;"guilt";" not helping parents enough at home and at the farm this has happened many times"
923;"joy";" when the bank let me borrow some money this winter after my grant was spent"
924;"fear";" once i was stopped by the police in spain when i had some grass in my tobacco"
925;"anger";" my father accused my brother of having bumped his car and it was wrong"
926;"sadness";" when a girlfriend left me"
927;"disgust";" when a friend dropped a frog down my neck and i didnt know what it was"
928;"shame";" fighting with my father while drunk"
929;"guilt";" during th grade our class mobbed a female teacher so badly that she had a breakdown and was hospitalized"
930;"joy";" i am a school teacher at a teacherparent meeting i received a good deal of positive feedback on my work both from the parents and through them from the pupils"
931;"fear";" as a child when i was at home alone i felt in an indefinite manner afraid of the death of my father and mother"
932;"anger";" i had a discussion with my mother concerning my sisters divorce we disagreed strongly"
933;"sadness";" as a tenyearold i was at the funeral of my grandfather it was more the ceremonies held in the church and not really the death of my grandfather which made me sad"
934;"disgust";" i had a discussion with my wife about an overweight acquaintance of ours about her eating habits and the scars caused by her pregnancy"
